Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
1327,80,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,494.06,247.03,2,2024-09-20,Standard,"Extended Warranty,Impulse Item,Impulse Item",112.83
1350,77,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-11,Standard,,0.0
1352,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-07,Express,,0.0
1355,30,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-09-15,Overnight,"Impulse Item,Impulse Item",65.14
1357,30,Female,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2024-09-05,Overnight,,0.0
1375,45,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-09-22,Express,"Extended Warranty,Extended Warranty,Extended Warranty",84.06
1389,22,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-09-07,Express,Accessory,49.96
1402,77,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,2024-09-23,Overnight,"Accessory,Accessory,Extended Warranty",99.39
1411,23,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,2024-09-17,Standard,Impulse Item,18.6
1422,62,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-09-20,Overnight,"Accessory,Impulse Item,Extended Warranty",58.85
1461,65,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-09-01,Overnight,,0.0
1461,65,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-08,Overnight,,0.0
1480,48,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,2024-09-19,Express,,0.0
1483,52,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,2024-09-05,Express,"Accessory,Extended Warranty",54.94
1484,63,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-09-20,Overnight,,0.0
1495,45,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-14,Express,,0.0
1504,41,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-09-05,Express,"Accessory,Impulse Item",51.66
1559,59,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-09-12,Standard,,0.0
1574,31,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-09-10,Express,"Impulse Item,Accessory",67.21
1601,40,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-09-18,Standard,,0.0
1602,23,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-09-11,Standard,Extended Warranty,36.33
1616,39,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-09-10,Express,"Accessory,Accessory,Accessory",111.47
1673,43,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-22,Express,"Accessory,Accessory",63.66
1689,31,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7911.9,791.19,10,2024-09-05,Standard,Extended Warranty,31.67
1695,75,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-18,Overnight,,0.0
1698,42,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-09-21,Overnight,Extended Warranty,16.73
1727,24,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-10,Express,Accessory,9.9
1742,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-09-10,Overnight,,0.0
1789,69,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,988.12,247.03,4,2024-09-05,Overnight,,0.0
1794,80,Male,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-09-12,Overnight,"Extended Warranty,Impulse Item",78.72
1799,73,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-09-20,Standard,,0.0
1803,44,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-09-18,Express,,0.0
1863,55,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-09-15,Overnight,"Extended Warranty,Extended Warranty",78.88
1878,39,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-09-16,Express,"Accessory,Extended Warranty,Accessory",83.53
1880,48,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-09-15,Overnight,"Extended Warranty,Impulse Item",70.19
1883,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-09-01,Standard,"Accessory,Extended Warranty",66.67
1893,51,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-09-07,Express,"Extended Warranty,Accessory,Extended Warranty",56.2
1907,18,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,83.0,20.75,4,2024-09-02,Express,,0.0
1909,29,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1391.88,463.96,3,2024-09-18,Express,"Extended Warranty,Impulse Item",54.21
1921,23,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,2024-09-11,Overnight,Impulse Item,18.11
1936,53,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2024-09-15,Overnight,"Accessory,Extended Warranty,Accessory",117.03
1945,31,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2024-09-04,Express,,0.0
1965,28,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-09-04,Express,"Extended Warranty,Accessory,Extended Warranty",66.2
1972,37,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2024-09-14,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",108.74
2022,37,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-09-23,Express,"Accessory,Accessory",29.44
2037,37,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-09-13,Overnight,Extended Warranty,16.96
2076,69,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-09-18,Standard,"Accessory,Impulse Item",33.49
2082,19,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-09-22,Express,,0.0
2087,61,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-09-09,Standard,"Impulse Item,Extended Warranty",62.29
2099,79,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-09-13,Standard,,0.0
2112,20,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-09-11,Express,Accessory,10.87
2114,29,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-09-08,Standard,"Impulse Item,Accessory",60.48
2134,35,Female,No,Laptop,SKU1005,3,Completed,Paypal,2319.8,463.96,5,2024-09-18,Overnight,"Accessory,Impulse Item,Accessory",89.44
2147,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-09-21,Overnight,,0.0
2150,63,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-09-17,Overnight,Impulse Item,6.77
2156,75,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-09-01,Express,Accessory,16.45
2156,75,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-09-07,Express,,0.0
2164,29,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-09-23,Express,"Extended Warranty,Extended Warranty",69.07
2180,26,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-09-13,Overnight,"Accessory,Accessory,Impulse Item",128.38
2181,44,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-09-05,Standard,"Accessory,Accessory,Accessory",65.34
2182,41,Male,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-09-13,Overnight,"Accessory,Accessory,Accessory",99.9
2212,69,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2024-09-16,Overnight,Extended Warranty,20.63
2215,65,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-09-13,Overnight,"Extended Warranty,Impulse Item,Impulse Item",38.19
2215,65,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-09-15,Express,"Accessory,Accessory",45.22
2244,43,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-09-10,Standard,Impulse Item,33.33
2254,57,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-09-07,Overnight,"Impulse Item,Impulse Item",53.55
2258,25,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-09-14,Standard,"Accessory,Impulse Item,Accessory",100.46
2297,61,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-09-01,Standard,,0.0
2300,36,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-09-20,Standard,Impulse Item,44.79
2337,65,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-09-01,Express,"Impulse Item,Impulse Item",57.31
2396,58,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-09-19,Overnight,"Accessory,Impulse Item",59.41
2413,56,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-09-13,Standard,,0.0
2460,72,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-09-22,Standard,"Accessory,Impulse Item,Accessory",61.85
2473,69,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2024-09-12,Express,Accessory,28.05
2486,65,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-09-22,Overnight,"Accessory,Extended Warranty",76.95
2496,55,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1235.15,247.03,5,2024-09-01,Standard,"Impulse Item,Accessory,Impulse Item",49.16
2513,40,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-03,Standard,"Accessory,Impulse Item,Extended Warranty",72.2
2526,22,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2024-09-05,Express,"Accessory,Impulse Item",46.21
2526,22,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-09-16,Overnight,Accessory,26.53
2547,60,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-09-21,Overnight,"Accessory,Impulse Item",64.64
2556,35,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-09-15,Express,,0.0
2556,35,Female,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-21,Express,Accessory,21.26
2562,23,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-09-20,Express,,0.0
2587,28,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,83.0,20.75,4,2024-09-21,Overnight,"Impulse Item,Accessory,Accessory",89.29
2589,73,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-09-16,Express,"Impulse Item,Impulse Item,Accessory",93.92
2593,44,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-09-12,Overnight,Impulse Item,43.94
2605,33,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-09-13,Express,"Accessory,Impulse Item,Extended Warranty",128.57
2607,68,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-09-03,Express,"Extended Warranty,Impulse Item,Accessory",135.92
2610,36,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2024-09-12,Overnight,Extended Warranty,25.44
2621,30,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-09-23,Standard,,0.0
2629,49,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-09-08,Express,"Impulse Item,Impulse Item,Accessory",62.38
2658,28,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2024-09-06,Overnight,"Extended Warranty,Accessory",25.16
2671,78,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2024-09-02,Overnight,,0.0
2671,78,Male,No,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-09-16,Overnight,"Impulse Item,Impulse Item",54.87
2671,78,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-09-23,Express,Accessory,24.14
2699,66,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-09-10,Standard,"Impulse Item,Impulse Item",31.56
2720,28,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-09-20,Express,"Extended Warranty,Impulse Item",44.16
2738,30,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2024-09-14,Standard,Accessory,7.91
2745,75,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-09-18,Overnight,Extended Warranty,45.08
2750,28,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2024-09-14,Standard,Impulse Item,28.71
2755,41,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-09-13,Standard,Accessory,5.58
2778,28,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-09-08,Standard,,0.0
2778,28,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-09-19,Standard,,0.0
2800,19,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-09-12,Standard,"Accessory,Impulse Item",33.05
2806,26,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1235.15,247.03,5,2024-09-08,Overnight,Impulse Item,48.37
2817,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-09-08,Overnight,,0.0
2822,71,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-09-04,Express,"Impulse Item,Impulse Item,Extended Warranty",77.7
2839,47,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-09-23,Overnight,"Accessory,Impulse Item",53.86
2859,63,Female,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-09-22,Standard,,0.0
2861,48,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-09-08,Express,Extended Warranty,12.6
2879,55,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-21,Express,,0.0
2880,43,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-09-02,Express,"Impulse Item,Accessory,Impulse Item",73.27
2881,64,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-09-20,Overnight,"Accessory,Impulse Item",37.44
2890,54,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,2024-09-11,Overnight,,0.0
2898,37,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-09-21,Express,"Accessory,Impulse Item",83.9
2922,39,Female,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-09-09,Standard,,0.0
2943,49,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-08,Express,"Impulse Item,Extended Warranty,Accessory",45.77
2961,18,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-09-16,Overnight,"Accessory,Extended Warranty,Accessory",71.37
3001,22,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2024-09-22,Standard,,0.0
3013,43,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,1689.66,844.83,2,2024-09-18,Overnight,"Extended Warranty,Accessory",43.55
3026,74,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-09-03,Standard,,0.0
3040,28,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-09-06,Overnight,"Accessory,Accessory,Extended Warranty",61.69
3085,35,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-09-02,Standard,"Impulse Item,Accessory",75.34
3122,72,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,2024-09-21,Overnight,,0.0
3123,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2024-09-03,Standard,"Extended Warranty,Impulse Item",24.17
3129,61,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-05,Express,"Extended Warranty,Accessory,Extended Warranty",130.01
3143,34,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-09-06,Overnight,,0.0
3146,62,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2024-09-15,Express,,0.0
3165,28,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-09-22,Standard,"Accessory,Accessory,Extended Warranty",87.43
3168,56,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-09-03,Overnight,Impulse Item,23.46
3170,68,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-09-19,Overnight,"Impulse Item,Accessory",59.13
3194,24,Female,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-09-11,Standard,"Extended Warranty,Extended Warranty",77.46
3197,56,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-09-18,Overnight,Extended Warranty,19.38
3207,60,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-09-10,Standard,"Extended Warranty,Impulse Item",67.65
3225,47,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-09-02,Standard,,0.0
3255,55,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-09-23,Overnight,"Accessory,Accessory,Extended Warranty",83.41
3281,76,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-09-11,Overnight,"Accessory,Accessory,Accessory",130.55
3294,26,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,2024-09-22,Overnight,"Extended Warranty,Accessory",72.43
3331,44,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-09-11,Overnight,,0.0
3340,46,Female,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-04,Standard,"Impulse Item,Impulse Item,Impulse Item",70.31
3340,46,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-09-11,Overnight,,0.0
3393,50,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,2024-09-21,Overnight,"Extended Warranty,Extended Warranty",80.51
3420,69,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-09-22,Standard,"Impulse Item,Extended Warranty",59.25
3442,80,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2024-09-16,Standard,"Impulse Item,Extended Warranty",55.26
3445,18,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2783.76,463.96,6,2024-09-05,Express,,0.0
3464,32,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2024-09-19,Express,"Accessory,Accessory",33.67
3476,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-09-04,Overnight,Impulse Item,35.02
3494,58,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-09-07,Standard,Impulse Item,42.72
3502,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-20,Express,"Impulse Item,Accessory,Extended Warranty",85.17
3515,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-19,Standard,"Extended Warranty,Impulse Item,Accessory",97.24
3575,49,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-20,Express,,0.0
3588,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,2024-09-04,Standard,Accessory,11.06
3590,45,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-09-01,Express,"Impulse Item,Extended Warranty",27.34
3593,72,Female,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-22,Standard,Extended Warranty,34.27
3614,54,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,2024-09-12,Express,Extended Warranty,36.07
3641,33,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,2024-09-13,Standard,"Accessory,Impulse Item",57.54
3649,42,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-09-12,Express,,0.0
3659,73,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-09-18,Express,,0.0
3670,53,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-09-01,Express,"Extended Warranty,Impulse Item,Accessory",75.71
3689,53,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-09-03,Overnight,Extended Warranty,9.99
3704,74,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2024-09-22,Standard,Accessory,20.69
3727,80,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2024-09-17,Standard,"Impulse Item,Accessory,Impulse Item",53.27
3737,24,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-17,Express,"Extended Warranty,Extended Warranty",34.64
3738,44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-09-02,Overnight,"Extended Warranty,Extended Warranty",54.01
3761,42,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-09-09,Overnight,,0.0
3770,28,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-09-09,Overnight,Extended Warranty,8.47
3782,80,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-09-18,Standard,"Extended Warranty,Impulse Item",13.76
3785,51,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-09-06,Standard,"Accessory,Impulse Item,Extended Warranty",71.57
